"state_name","district_name","id","value"
"Andaman and Nicobar Islands","Andaman and  Nicobar Islands",1,""
"Andhra Pradesh","Adilabad",17,""
"Andhra Pradesh","Anantapur",11,""
"Andhra Pradesh","Chittoor",9,""
"Andhra Pradesh","Cuddapah",10,""
"Andhra Pradesh","East Godavari",3,""
"Andhra Pradesh","Guntur",6,""
"Andhra Pradesh","Hyderabad",14,""
"Andhra Pradesh","Karimnagar",18,""
"Andhra Pradesh","Khammam",20,""
"Andhra Pradesh","Krishna",5,""
"Andhra Pradesh","Kurnool",12,""
"Andhra Pradesh","Mahbubnagar",13,""
"Andhra Pradesh","Medak",15,""
"Andhra Pradesh","Nalgonda",21,""
"Andhra Pradesh","Nellore",8,""
"Andhra Pradesh","Nizamabad",16,""
"Andhra Pradesh","Ongole",7,""
"Andhra Pradesh","Srikakulam",1,""
"Andhra Pradesh","Visakhapatnam",2,""
"Andhra Pradesh","Warangal",19,""
"Andhra Pradesh","West Godavari",4,""
"Arunachal Pradesh","Kameng",1,""
"Arunachal Pradesh","Lohit",4,""
"Arunachal Pradesh","Siang",3,""
"Arunachal Pradesh","Subansiri",2,""
"Arunachal Pradesh","Tirap",5,""
"Assam","Cachar",9,""
"Assam","Darrang",3,""
"Assam","Goalpara",1,""
"Assam","Kamrup",2,""
"Assam","Lakhimpur",6,""
"Assam","Mikir Hills",7,""
"Assam","North Cachar Hills",8,""
"Assam","Nowgong",4,""
"Assam","Sibsagar",5,""
"Bihar","Bhagalpur",9,""
"Bihar","Champaran",5,""
"Bihar","Darbhanga",7,""
"Bihar","Dhanbad",16,""
"Bihar","Gaya",2,""
"Bihar","Hazaribagh",14,""
"Bihar","Monghyr",8,""
"Bihar","Muzaffarpur",6,""
"Bihar","Palamau",13,""
"Bihar","Patna",1,""
"Bihar","Purnea",11,""
"Bihar","Ranchi",15,""
"Bihar","Saharsa",10,""
"Bihar","Santal Parganas",12,""
"Bihar","Saran",4,""
"Bihar","Shahabad",3,""
"Bihar","Singhbhum",17,""
"Chandigarh","Chandigarh",1,""
"Dadra and Nagar Haveli","Dadra and Nagar Haveli",1,""
"Delhi","Delhi",1,""
"Goa, Daman and Diu","Daman",2,""
"Goa, Daman and Diu","Diu",3,""
"Goa, Daman and Diu","Goa",1,""
"Gujarat","Ahmadabad",12,""
"Gujarat","Amreli",5,""
"Gujarat","Banas Kantha",8,""
"Gujarat","Bharuch",16,""
"Gujarat","Bhavnagar",4,""
"Gujarat","Gandhinagar",11,""
"Gujarat","Jamnagar",1,""
"Gujarat","Junagadh",6,""
"Gujarat","Kheda",13,""
"Gujarat","Kutch",7,""
"Gujarat","Mahesana",10,""
"Gujarat","Panch Mahals",14,""
"Gujarat","Rajkot",2,""
"Gujarat","Sabar Kantha",9,""
"Gujarat","Surat",17,""
"Gujarat","Surendranagar",3,""
"Gujarat","The Dangs",19,""
"Gujarat","Vadodara",15,""
"Gujarat","Valsad",18,""
"Haryana","Ambala",1,""
"Haryana","Gurgaon",4,""
"Haryana","Hisar",6,""
"Haryana","Jind",7,""
"Haryana","Karnal",2,""
"Haryana","Mahendragarh",5,""
"Haryana","Rohtak",3,""
"Himachal Pradesh","Bilaspur",6,""
"Himachal Pradesh","Chamba",1,""
"Himachal Pradesh","Kangra",2,""
"Himachal Pradesh","Kinnaur",10,""
"Himachal Pradesh","Kulu",4,""
"Himachal Pradesh","Lahul and Spiti",5,""
"Himachal Pradesh","Mahasu",7,""
"Himachal Pradesh","Mandi",3,""
"Himachal Pradesh","Simla",8,""
"Himachal Pradesh","Sirmaur",9,""
"Jammu and Kashmir","Anantnag",1,""
"Jammu and Kashmir","Baramula",3,""
"Jammu and Kashmir","Doda",5,""
"Jammu and Kashmir","Jammu",7,""
"Jammu and Kashmir","Kathua",8,""
"Jammu and Kashmir","Ladakh",4,""
"Jammu and Kashmir","Punch",10,""
"Jammu and Kashmir","Rajauri",9,""
"Jammu and Kashmir","Srinagar",2,""
"Jammu and Kashmir","Udhampur",6,""
"Kerala","Alleppey",8,""
"Kerala","Cannanore",1,""
"Kerala","Ernakulam",6,""
"Kerala","Kottayam",7,""
"Kerala","Kozhikode",2,""
"Kerala","Malappuram",3,""
"Kerala","Palghat",4,""
