"state_name","district_name","id"
"Himachal Pradesh","Mahasu",4
"Himachal Pradesh","Mandi",2
"Himachal Pradesh","Sirmur",5
"Jammu and Kashmir","Anantnag",1
"Jammu and Kashmir","Baramulla",3
"Jammu and Kashmir","Doda
 Doda
",5
"Jammu and Kashmir","Jammu
",7
"Jammu and Kashmir","Kathua",8
"Jammu and Kashmir","Ladakh",4
"Jammu and Kashmir","Poonch",9
"Jammu and Kashmir","Srinagar",2
"Jammu and Kashmir","Udhampur",6
"Kerala","Alleppey",7
"Kerala","Cannanore",1
"Kerala","Ernakulam",5
"Kerala","Kottayam",6
"Kerala","Kozhikode",2
"Kerala","Palghat",3
"Kerala","Quilon",8
"Kerala","Trichur",4
"Kerala","Trivandrum",9
"Laccadive, Minicoy and Amindivi Islands","Laccadive, Minicoy and Amindivi Islands",0
"Madhya Pradesh","Balaghat",37
"Madhya Pradesh","Bastar",43
"Madhya Pradesh","Betul",29
"Madhya Pradesh","Bhind",2
"Madhya Pradesh","Bilaspur",39
"Madhya Pradesh","Chhatarpur",8
"Madhya Pradesh","Chhindwara",35
"Madhya Pradesh","Damoh",31
"Madhya Pradesh","Datia",4
"Madhya Pradesh","Dewas",20
"Madhya Pradesh","Dhar",18
"Madhya Pradesh","Durg",41
"Madhya Pradesh","East Nimar",22
"Madhya Pradesh","Guna",6
"Madhya Pradesh","Gwalior",3
"Madhya Pradesh","Hoshangabad",28
"Madhya Pradesh","Indore",19
"Madhya Pradesh","Jabalpur",32
"Madhya Pradesh","Jhabua",17
"Madhya Pradesh","Mandla",34
"Madhya Pradesh","Mandsaur",14
"Madhya Pradesh","Morena",1
"Madhya Pradesh","Narsimhapur",33
"Madhya Pradesh","Panna",9
"Madhya Pradesh","Raigarh",40
"Madhya Pradesh","Raipur",42
"Madhya Pradesh","Raisen",27
"Madhya Pradesh","Rajgarh",24
"Madhya Pradesh","Ratlam",15
"Madhya Pradesh","Rewa",11
"Madhya Pradesh","Sagar",30
"Madhya Pradesh","Satna",10
"Madhya Pradesh","Sehore",26
"Madhya Pradesh","Seoni",36
"Madhya Pradesh","Shahdol",12
"Madhya Pradesh","Shajapur",23
"Madhya Pradesh","Shivpuri",5
"Madhya Pradesh","Sidhi",13
"Madhya Pradesh","Surguja",38
"Madhya Pradesh","Tikamgarh",7
"Madhya Pradesh","Ujjain",16
"Madhya Pradesh","Vidisha",25
"Madhya Pradesh","West Nimar",21
"Madras","Chingleput",2
"Madras","Coimbatore",6
"Madras","Kanyakumari",13
"Madras","Madras",1
"Madras","Madurai",8
"Madras","Nilgiri",7
"Madras","North Arcot",3
"Madras","Ramanathapuram",11
"Madras","Salem",5
"Madras","South Arcot",4
"Madras","Thanjavur",10
"Madras","Tiruchirapalli",9
"Madras","Tirunelveli",12
"Maharashtra","Ahmadnagar",8
"Maharashtra","Akola",20
"Maharashtra","Amravati",21
"Maharashtra","Aurangabad",14
"Maharashtra","Bhandara",25
"Maharashtra","Bhir",16
"Maharashtra","Buldhana",19
"Maharashtra","Chanda",26
"Maharashtra","Dhulia",6
"Maharashtra","Greater Bombay",1
"Maharashtra","Jalgaon",7
"Maharashtra","Kolaba",3
"Maharashtra","Kolhapur",13
"Maharashtra","Nagpur",24
"Maharashtra","Nanded",17
"Maharashtra","Nasik",5
"Maharashtra","Osmanabad",18
"Maharashtra","Parbhani",15
"Maharashtra","Poona",9
"Maharashtra","Ratnagiri",4
"Maharashtra","Sangli",11
"Maharashtra","Satara",10
"Maharashtra","Sholapur",12
"Maharashtra","Thana",2
"Maharashtra","Wardha",23
"Maharashtra","Yeotmal",22
"Manipur","Manipur",1
"Mysore","Bangalore",1
"Mysore","Belgaum",13
"Mysore","Bellary",5
"Mysore","Bidar",18
"Mysore","Bijapur",14
"Mysore","Chikmagalur",11
"Mysore","Chitradurga",3
"Mysore","Coorg",8
"Mysore","Dharwar",16
"Mysore","Gulbarga",17
"Mysore","Hassan",9
"Mysore","Kolar",4
"Mysore","Mandya",12
"Mysore","Mysore",6
"Mysore","North Kanara",15
"Mysore","Raichur",19
"Mysore","Shimoga",10
"Mysore","South Kanara",7
"Mysore","Tumkur",2
"Naga Hills-Tuensang Area","Kohima",1
"Naga Hills-Tuensang Area","Mokokchung",1
"Naga Hills-Tuensang Area","Tuensang",3
"North-East Frontier Agency","Kameng Frontier Division",1
"North-East Frontier Agency","Lohit Frontier Division",4
"North-East Frontier Agency","Siang Frontier Division",3
"North-East Frontier Agency","Subansiri Frontier Division",2
"North-East Frontier Agency","Tirap Frontier Division",5
"Orissa","Balasore",13
"Orissa","Baudh Khondmals",5
"Orissa","Bolangir",4
"Orissa","Cuttack",11
"Orissa","Dhenkanal",8
"Orissa","Ganjam",6
"Orissa","Kalahandi",1
"Orissa","Keonjhar",10
"Orissa","Koraput",2
"Orissa","Mayurbhanj",12
"Orissa","Puri",9
"Orissa","Sambalpur",3
"Orissa","Sundargarh",7
"Pondicherry","Karaikal",2
"Pondicherry","Mahe",3
"Pondicherry","Pondicherry",1
"Pondicherry","Yanam",4
"Punjab","Ambala",5
"Punjab","Amritsar",13
"Punjab","Bhatinda",16
"Punjab","Ferozepur",12
"Punjab","Gurdaspur",14
"Punjab","Gurgaon",3
"Punjab","Hissar",1
"Punjab","Hoshiarpur",9
"Punjab","Jullundur",10
"Punjab","Kangra",7
"Punjab","Kapurthala",15
"Punjab","Karnal",4
"Punjab","Lahaul and Spiti",8
"Punjab","Ludhiana",11
"Punjab","Mahendragarh",19
"Punjab","Patiala",18
"Punjab","Rohtak",2
"Punjab","Sangrur",17
"Punjab","Simla",6
"Rajasthan","Ajmer",10
"Rajasthan","Alwar",5
"Rajasthan","Banswara",23
"Rajasthan","Barmer",16
"Rajasthan","Bharatpur",6
"Rajasthan","Bhilwara",19
"Rajasthan","Bikaner",2
"Rajasthan","Bundi",24
"Rajasthan","Chitorgarh",21
"Rajasthan","Churu",3
"Rajasthan","Dungarpur",22
"Rajasthan","Ganganagar",1
"Rajasthan","Jaipur",8
"Rajasthan","Jaisalmer",12
"Rajasthan","Jalor",17
"Rajasthan","Jhalawar",26
"Rajasthan","Jhunjhunu",4
"Rajasthan","Jodhpur",13
"Rajasthan","Kota",25
"Rajasthan","Nagaur",14
"Rajasthan","Pali",15
"Rajasthan","Sawai Madhopur",7
"Rajasthan","Sikar",9
"Rajasthan","Sirohi",18
"Rajasthan","Tonk",11
"Rajasthan","Udaipur",20
"Rann Of Kutch",NA,0
"Sikkim","Sikkim",1
"Tripura","Tripura",1
"Uttar Pradesh","Agra",22
"Uttar Pradesh","Aligarh",20
"Uttar Pradesh","Allahabad",29
"Uttar Pradesh","Almora",6
"Uttar Pradesh","Azamgarh",49
"Uttar Pradesh","Bahraich",40
"Uttar Pradesh","Ballia",51
"Uttar Pradesh","Banda",33
"Uttar Pradesh","Bara Banki",42
"Uttar Pradesh","Bareilly",12
"Uttar Pradesh","Basti",46
"Uttar Pradesh","Bijnor",8
"Uttar Pradesh","Budaun",10
"Uttar Pradesh","Bulandshahr",19
"Uttar Pradesh","Chamoli",2
"Uttar Pradesh","Dehra Dun",15
"Uttar Pradesh","Deoria",48
"Uttar Pradesh","Etah",23
"Uttar Pradesh","Etawah",26
"Uttar Pradesh","Faizabad",43
"Uttar Pradesh","Farrukhabad",25
"Uttar Pradesh","Fatehpur",28
"Uttar Pradesh","Garhwal",5
"Uttar Pradesh","Ghazipur",52
"Uttar Pradesh","Gonda",41
"Uttar Pradesh","Gorakhpur",47
"Uttar Pradesh","Hamirpur",32
"Uttar Pradesh","Hardoi",36
"Uttar Pradesh","Jalaun",31
"Uttar Pradesh","Jaunpur",50
"Uttar Pradesh","Jhansi",30
"Uttar Pradesh","Kanpur",27
"Uttar Pradesh","Kheri",34
"Uttar Pradesh","Lucknow",38
"Uttar Pradesh","Mainpuri",24
"Uttar Pradesh","Mathura",21
"Uttar Pradesh","Meerut",18
"Uttar Pradesh","Mirzapur",54
"Uttar Pradesh","Moradabad",9
"Uttar Pradesh","Muzaffarnagar",17
"Uttar Pradesh","Naini Tal",7
"Uttar Pradesh","Pilibhit",13
"Uttar Pradesh","Pithoragarh",3
"Uttar Pradesh","Pratapgarh",45
"Uttar Pradesh","Rae Bareli",39
"Uttar Pradesh","Rampur",11
"Uttar Pradesh","Saharanpur",16
"Uttar Pradesh","Shahjahanpur",14
"Uttar Pradesh","Sitapur",35
"Uttar Pradesh","Sultanpur",44
"Uttar Pradesh","Tehri Garhwal",4
"Uttar Pradesh","Unnao",37
"Uttar Pradesh","Uttar Kashi",1
"Uttar Pradesh","Varanasi",53
"West Bengal","24 - Parganas",8
"West Bengal","Bankura",14
"West Bengal","Birbhum",13
"West Bengal","Burdwan",12
"West Bengal","Calcutta",9
"West Bengal","Cooch Behar",3
"West Bengal","Darjeeling",1
"West Bengal","Hooghly",11
"West Bengal","Howrah",10
"West Bengal","Jalpaiguri",2
"West Bengal","Malda",5
"West Bengal","Midnapore",15
"West Bengal","Murshidabad",6
"West Bengal","Nadia",7
"West Bengal","Purulia",16
"West Bengal","West Dinajpur",4
NA,NA,7
NA,NA,0
NA,NA,4
