"state_name","district_name","id","value"
"Andaman and Nicobar Islands","Andamans",1,""
"Andaman and Nicobar Islands","Nicobars",2,""
"Andhra Pradesh","Adilabad",1,""
"Andhra Pradesh","Anantapur",22,""
"Andhra Pradesh","Chittoor",23,""
"Andhra Pradesh","Cuddapah",20,""
"Andhra Pradesh","East Godavari",14,""
"Andhra Pradesh","Guntur",17,""
"Andhra Pradesh","Hyderabad",5,""
"Andhra Pradesh","Karimnagar",3,""
"Andhra Pradesh","Khammam",10,""
"Andhra Pradesh","Krishna",16,""
"Andhra Pradesh","Kurnool",21,""
"Andhra Pradesh","Mahbubnagar",7,""
"Andhra Pradesh","Medak",4,""
"Andhra Pradesh","Nalgonda",8,""
"Andhra Pradesh","Nellore",19,""
"Andhra Pradesh","Nizamabad",2,""
"Andhra Pradesh","Prakasam",18,""
"Andhra Pradesh","Rangareddi",6,""
"Andhra Pradesh","Srikakulam",11,""
"Andhra Pradesh","Visakhapatnam",13,""
"Andhra Pradesh","Vizianagaram",12,""
"Andhra Pradesh","Warangal",9,""
"Andhra Pradesh","West Godavari",15,""
"Arunachal Pradesh","Changlang",12,""
"Arunachal Pradesh","Dibang Valley",10,""
"Arunachal Pradesh","East Kameng",3,""
"Arunachal Pradesh","East Siang",8,""
"Arunachal Pradesh","Lohit",11,""
"Arunachal Pradesh","Lower Subansiri",5,""
"Arunachal Pradesh","Papum Pare",4,""
"Arunachal Pradesh","Tawang",1,""
"Arunachal Pradesh","Tirap",13,""
"Arunachal Pradesh","Upper Siang",9,""
"Arunachal Pradesh","Upper Subansiri",6,""
"Arunachal Pradesh","West Kameng",2,""
"Arunachal Pradesh","West Siang",7,""
"Assam","Barpeta",5,""
"Assam","Bongaigaon",4,""
"Assam","Cachar",21,""
"Assam","Darrang",8,""
"Assam","Dhemaji",13,""
"Assam","Dhubri",2,""
"Assam","Dibrugarh",15,""
"Assam","Goalpara",3,""
"Assam","Golaghat",18,""
"Assam","Hailakandi",23,""
"Assam","Jorhat",17,""
"Assam","Kamrup",6,""
"Assam","Karbi Anglong",19,""
"Assam","Karimganj",22,""
"Assam","Kokrajhar",1,""
"Assam","Lakhimpur",12,""
"Assam","Marigaon",9,""
"Assam","Nagaon",10,""
"Assam","Nalbari",7,""
"Assam","North Cachar Hills",20,""
"Assam","Sibsagar",16,""
"Assam","Sonitpur",11,""
"Assam","Tinsukia",14,""
"Bihar","Araria",7,""
"Bihar","Aurangabad",34,""
"Bihar","Banka",23,""
"Bihar","Begusarai",20,""
"Bihar","Bhagalpur",22,""
"Bihar","Bhojpur",29,""
"Bihar","Buxar",30,""
"Bihar","Darbhanga",13,""
"Bihar","Gaya",35,""
"Bihar","Gopalganj",15,""
"Bihar","Jamui",37,""
"Bihar","Jehanabad",33,""
"Bihar","Kaimur (Bhabua)",31,""
"Bihar","Katihar",10,""
"Bihar","Khagaria",21,""
"Bihar","Kishanganj",8,""
"Bihar","Lakhisarai",25,""
"Bihar","Madhepura",11,""
"Bihar","Madhubani",5,""
"Bihar","Munger",24,""
"Bihar","Muzaffarpur",14,""
"Bihar","Nalanda",27,""
"Bihar","Nawada",36,""
"Bihar","Pashchim Champaran",1,""
"Bihar","Patna",28,""
"Bihar","Purba Champaran",2,""
"Bihar","Purnia",9,""
"Bihar","Rohtas",32,""
"Bihar","Saharsa",12,""
"Bihar","Samastipur",19,""
"Bihar","Saran",17,""
"Bihar","Sheikhpura",26,""
"Bihar","Sheohar",3,""
"Bihar","Sitamarhi",4,""
"Bihar","Siwan",16,""
"Bihar","Supaul",6,""
"Bihar","Vaishali",18,""
"Chandigarh","Chandigarh",1,""
"Chhattisgarh","Bastar",15,""
"Chhattisgarh","Bilaspur",7,""
"Chhattisgarh","Dantewada",16,""
"Chhattisgarh","Dhamtari",13,""
"Chhattisgarh","Durg",10,""
"Chhattisgarh","Janjgir-Champa",6,""
"Chhattisgarh","Jashpur",3,""
"Chhattisgarh","Kanker",14,""
"Chhattisgarh","Kawardha",8,""
"Chhattisgarh","Korba",5,""
"Chhattisgarh","Koriya",1,""
"Chhattisgarh","Mahasamund",12,""
"Chhattisgarh","Raigarh",4,""
"Chhattisgarh","Raipur",11,""
"Chhattisgarh","Rajnandgaon",9,""
"Chhattisgarh","Surguja",2,""
"Dadra and Nagar Haveli","Dadra and Nagar  Haveli",1,""
"Daman and Diu","Daman",2,""
"Daman and Diu","Diu",1,""
"Delhi","Central",6,""
"Delhi","East",4,""
"Delhi","New Delhi",5,""
"Delhi","North",2,""
"Delhi","North East",3,""
"Delhi","North West",1,""
"Delhi","South",9,""
"Delhi","South West",8,""
"Delhi","West",7,""
"Goa","North Goa",1,""
"Goa","South Goa",2,""
"Gujarat","Ahmadabad",7,""
"Gujarat","Amreli",13,""
"Gujarat","Anand",15,""
"Gujarat","Banas Kantha",2,""
"Gujarat","Bharuch",21,""
"Gujarat","Bhavnagar",14,""
"Gujarat","Dohad",18,""
"Gujarat","Gandhinagar",6,""
"Gujarat","Jamnagar",10,""
"Gujarat","Junagadh",12,""
"Gujarat","Kachchh",1,""
"Gujarat","Kheda",16,""
"Gujarat","Mahesana",4,""
"Gujarat","Narmada",20,""
"Gujarat","Navsari",24,""
"Gujarat","Panch Mahals",17,""
"Gujarat","Patan",3,""
"Gujarat","Porbandar",11,""
"Gujarat","Sabar Kantha",5,""
"Gujarat","Surat",22,""
"Gujarat","Surendranagar",8,""
"Gujarat","The Dangs",23,""
"Gujarat","Vadodara",19,""
"Gujarat","Valsad",25,""
"Gujarat","Unknown",0,""
"Haryana","Ambala",2,""
"Haryana","Bhiwani",13,""
"Haryana","Faridabad",19,""
"Haryana","Fatehabad",10,""
"Haryana","Gurgaon",18,""
"Haryana","Hisar",12,""
"Haryana","Jhajjar",15,""
"Haryana","Jind",9,""
"Haryana","Kaithal",5,""
"Haryana","Karnal",6,""
"Haryana","Kurukshetra",4,""
"Haryana","Mahendragarh",16,""
"Haryana","Panchkula",1,""
"Haryana","Panipat",7,""
"Haryana","Rewari",17,""
"Haryana","Rohtak",14,""
"Haryana","Sirsa",11,""
"Haryana","Sonipat",8,""
"Haryana","Yamunanagar",3,""
"Himachal Pradesh","Bilaspur",8,""
"Himachal Pradesh","Chamba",1,""
"Himachal Pradesh","Hamirpur",6,""
"Himachal Pradesh","Kangra",2,""
"Himachal Pradesh","Kinnaur",12,""
"Himachal Pradesh","Kullu",4,""
"Himachal Pradesh","Lahul and Spiti",3,""
"Himachal Pradesh","Mandi",5,""
"Himachal Pradesh","Shimla",11,""
"Himachal Pradesh","Sirmaur",10,""
"Himachal Pradesh","Solan",9,""
"Himachal Pradesh","Una",7,""
"Jammu and Kashmir","Anantnag",6,""
"Jammu and Kashmir","Badgam",4,""
"Jammu and Kashmir","Baramula",2,""
"Jammu and Kashmir","Doda",9,""
"Jammu and Kashmir","Jammu",13,""
"Jammu and Kashmir","Kargil",8,""
"Jammu and Kashmir","Kathua",14,""
"Jammu and Kashmir","Kupwara",1,""
"Jammu and Kashmir","Leh (Ladakh)",7,""
"Jammu and Kashmir","Pulwama",5,""
"Jammu and Kashmir","Punch",11,""
"Jammu and Kashmir","Rajauri",12,""
"Jammu and Kashmir","Srinagar",3,""
"Jammu and Kashmir","Udhampur",10,""
"Jharkhand","Bokaro",13,""
"Jharkhand","Chatra",3,""
"Jharkhand","Deoghar",7,""
"Jharkhand","Dhanbad",12,""
"Jharkhand","Dumka",11,""
"Jharkhand","Garhwa",1,""
"Jharkhand","Giridih",6,""
"Jharkhand","Godda",8,""
"Jharkhand","Gumla",16,""
"Jharkhand","Hazaribag",4,""
"Jharkhand","Kodarma",5,""
"Jharkhand","Lohardaga",15,""
"Jharkhand","Pakaur",10,""
"Jharkhand","Palamu",2,""
"Jharkhand","Pashchimi Singhbhum",17,""
"Jharkhand","Purbi Singhbhum",18,""
"Jharkhand","Ranchi",14,""
"Jharkhand","Sahibganj",9,""
"Karnataka","Bagalkot",2,""
"Karnataka","Bangalore",20,""
"Karnataka","Bangalore Rural",21,""
"Karnataka","Belgaum",1,""
"Karnataka","Bellary",12,""
"Karnataka","Bidar",5,""
"Karnataka","Bijapur",3,""
"Karnataka","Chamarajanagar",27,""
"Karnataka","Chikmagalur",17,""
"Karnataka","Chitradurga",13,""
"Karnataka","Dakshina Kannada",24,""
"Karnataka","Davanagere",14,""
"Karnataka","Dharwad",9,""
"Karnataka","Gadag",8,""
"Karnataka","Gulbarga",4,""
"Karnataka","Hassan",23,""
"Karnataka","Haveri",11,""
"Karnataka","Kodagu",25,""
"Karnataka","Kolar",19,""
"Karnataka","Koppal",7,""
"Karnataka","Mandya",22,""
"Karnataka","Mysore",26,""
"Karnataka","Raichur",6,""
"Karnataka","Shimoga",15,""
"Karnataka","Tumkur",18,""
"Karnataka","Udupi",16,""
"Karnataka","Uttara Kannada",10,""
"Kerala","Alappuzha",11,""
"Kerala","Ernakulam",8,""
"Kerala","Idukki",9,""
"Kerala","Kannur",2,""
"Kerala","Kasaragod",1,""
"Kerala","Kollam",13,""
"Kerala","Kottayam",10,""
"Kerala","Kozhikode",4,""
"Kerala","Malappuram",5,""
"Kerala","Palakkad",6,""
